This datafile contains the following data:
Column
1. Time (kyr BP)
2. Modelled marine oxygen isotope value, relative to present (o/oo)
3. Ice sheet contribution to the marine isotope signal, relative to present (o/oo)
4. Deep-ocean temperature contribution to the marine isotope signal, relative to present (o/oo)
5. Atmospheric surface air temperature relative to present (degC)
6. Deep-ocean temperature relative to present (degC)
7. Eurasian ice volume relative to present (m sea level equivalent)
8. North American ice volume relative to present (m sea level equivalent)
9. Global sea level relative to present (m)
Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	Ice_tot	X
263.60	1.2240	0.67550	0.54850	-11.640	-2.3847	33.882	40.617	85.669	
263.70	1.2237	0.67590	0.54780	-11.726	-2.3817	33.909	40.632	85.718	
263.80	1.2237	0.67660	0.54710	-11.811	-2.3788	33.929	40.643	85.752	
263.90	1.2240	0.67740	0.54660	-11.869	-2.3763	33.938	40.679	85.804	
264.00	1.2244	0.67830	0.54610	-11.930	-2.3744	33.963	40.743	85.906	
264.10	1.2249	0.67910	0.54580	-11.976	-2.3730	33.976	40.820	86.011	
264.20	1.2253	0.67970	0.54560	-12.031	-2.3721	33.994	40.892	86.114	
264.30	1.2258	0.68030	0.54550	-12.066	-2.3718	34.003	40.943	86.183	
264.40	1.2257	0.68020	0.54550	-12.147	-2.3716	34.011	41.004	86.262	
264.50	1.2260	0.68050	0.54550	-12.175	-2.3717	33.993	41.012	86.251	
264.60	1.2266	0.68100	0.54560	-12.189	-2.3722	33.999	41.055	86.307	
264.70	1.2273	0.68150	0.54580	-12.198	-2.3729	34.015	41.093	86.369	
264.80	1.2279	0.68200	0.54590	-12.210	-2.3736	34.040	41.135	86.446	
264.90	1.2285	0.68240	0.54610	-12.207	-2.3742	34.049	41.186	86.516	
265.00	1.2284	0.68230	0.54610	-12.256	-2.3744	34.062	41.227	86.577	
265.10	1.2280	0.68190	0.54610	-12.301	-2.3743	34.058	41.217	86.561	
265.20	1.2275	0.68150	0.54600	-12.333	-2.3739	34.042	41.199	86.523	
265.30	1.2268	0.68090	0.54590	-12.347	-2.3733	34.040	41.175	86.492	
265.40	1.2261	0.68050	0.54560	-12.350	-2.3724	34.040	41.133	86.443	
265.50	1.2254	0.68000	0.54540	-12.302	-2.3714	34.053	41.083	86.402	
265.60	1.2247	0.67950	0.54520	-12.237	-2.3704	34.063	41.061	86.387	
265.70	1.2243	0.67930	0.54500	-12.127	-2.3697	34.075	41.039	86.376	
265.80	1.2239	0.67900	0.54490	-11.999	-2.3693	34.090	41.035	86.388	
265.90	1.2241	0.67920	0.54490	-11.825	-2.3693	34.091	41.042	86.398	
266.00	1.2248	0.67980	0.54500	-11.642	-2.3698	34.097	41.091	86.460	
266.10	1.2258	0.68060	0.54520	-11.469	-2.3705	34.116	41.173	86.577	
266.20	1.2272	0.68180	0.54540	-11.320	-2.3713	34.146	41.263	86.716	
266.30	1.2287	0.68310	0.54560	-11.212	-2.3720	34.182	41.373	86.884	
266.40	1.2304	0.68470	0.54570	-11.141	-2.3726	34.226	41.471	87.047	
266.50	1.2318	0.68610	0.54570	-11.125	-2.3728	34.278	41.567	87.216	
266.60	1.2329	0.68720	0.54570	-11.177	-2.3725	34.313	41.651	87.353	
266.70	1.2337	0.68830	0.54540	-11.277	-2.3714	34.352	41.694	87.449	
266.80	1.2346	0.68950	0.54510	-11.384	-2.3700	34.387	41.728	87.527	
266.90	1.2354	0.69070	0.54470	-11.496	-2.3683	34.427	41.781	87.635	
267.00	1.2358	0.69150	0.54430	-11.634	-2.3666	34.474	41.821	87.734	
267.10	1.2358	0.69190	0.54390	-11.770	-2.3649	34.516	41.831	87.795	
267.20	1.2355	0.69190	0.54360	-11.901	-2.3633	34.538	41.819	87.805	
267.30	1.2350	0.69170	0.54330	-12.020	-2.3620	34.557	41.792	87.796	
267.40	1.2346	0.69160	0.54300	-12.110	-2.3609	34.576	41.750	87.770	
267.50	1.2339	0.69110	0.54280	-12.200	-2.3602	34.585	41.715	87.740	
267.60	1.2333	0.69060	0.54270	-12.266	-2.3596	34.589	41.658	87.679	
267.70	1.2329	0.69030	0.54260	-12.296	-2.3592	34.604	41.594	87.622	
267.80	1.2324	0.68980	0.54260	-12.316	-2.3589	34.611	41.561	87.594	
267.90	1.2323	0.68970	0.54260	-12.295	-2.3589	34.617	41.534	87.569	
268.00	1.2320	0.68940	0.54260	-12.292	-2.3592	34.636	41.522	87.576	
268.10	1.2319	0.68910	0.54280	-12.280	-2.3599	34.636	41.494	87.544	
268.20	1.2315	0.68850	0.54300	-12.277	-2.3610	34.649	41.464	87.524	
268.30	1.2314	0.68800	0.54340	-12.255	-2.3627	34.645	41.424	87.475	
268.40	1.2317	0.68770	0.54400	-12.210	-2.3651	34.632	41.401	87.432	
268.50	1.2322	0.68750	0.54470	-12.153	-2.3683	34.640	41.389	87.429	
268.60	1.2329	0.68730	0.54560	-12.089	-2.3723	34.651	41.377	87.427	
268.70	1.2335	0.68680	0.54670	-12.024	-2.3770	34.661	41.368	87.428	
268.80	1.2347	0.68670	0.54800	-11.932	-2.3824	34.670	41.340	87.407	
268.90	1.2361	0.68670	0.54940	-11.828	-2.3886	34.691	41.334	87.424	
269.00	1.2378	0.68690	0.55090	-11.714	-2.3954	34.727	41.327	87.458	
269.10	1.2400	0.68730	0.55270	-11.576	-2.4030	34.754	41.343	87.507	
269.20	1.2426	0.68800	0.55460	-11.437	-2.4111	34.799	41.384	87.605	
269.30	1.2452	0.68860	0.55660	-11.321	-2.4198	34.827	41.455	87.719	
269.40	1.2479	0.68930	0.55860	-11.231	-2.4286	34.827	41.527	87.802	
269.50	1.2508	0.69020	0.56060	-11.160	-2.4373	34.847	41.582	87.888	
269.60	1.2537	0.69120	0.56250	-11.128	-2.4457	34.883	41.640	87.996	
269.70	1.2567	0.69230	0.56440	-11.120	-2.4537	34.903	41.706	88.095	
269.80	1.2594	0.69340	0.56600	-11.166	-2.4609	34.944	41.759	88.204	
269.90	1.2618	0.69440	0.56740	-11.248	-2.4670	34.984	41.796	88.292	
270.00	1.2638	0.69530	0.56850	-11.369	-2.4717	35.020	41.825	88.367	
270.10	1.2651	0.69590	0.56920	-11.516	-2.4750	35.037	41.856	88.422	
270.20	1.2658	0.69620	0.56960	-11.670	-2.4766	35.043	41.864	88.437	
270.30	1.2660	0.69630	0.56970	-11.814	-2.4768	35.042	41.864	88.437	
270.40	1.2655	0.69620	0.56930	-11.952	-2.4752	35.058	41.841	88.428	
270.50	1.2645	0.69590	0.56860	-12.087	-2.4722	35.065	41.801	88.392	
270.60	1.2631	0.69550	0.56760	-12.183	-2.4677	35.071	41.747	88.337	
270.70	1.2616	0.69530	0.56630	-12.236	-2.4620	35.079	41.698	88.289	
270.80	1.2597	0.69510	0.56460	-12.274	-2.4548	35.092	41.671	88.273	
270.90	1.2576	0.69500	0.56260	-12.296	-2.4463	35.097	41.643	88.246	
271.00	1.2548	0.69430	0.56050	-12.330	-2.4368	35.097	41.618	88.218	
271.10	1.2516	0.69350	0.55810	-12.385	-2.4264	35.100	41.548	88.141	
271.20	1.2482	0.69270	0.55550	-12.441	-2.4153	35.084	41.483	88.047	
271.30	1.2444	0.69170	0.55270	-12.515	-2.4032	35.064	41.395	87.923	
271.40	1.2404	0.69050	0.54990	-12.572	-2.3907	35.050	41.295	87.791	
271.50	1.2363	0.68940	0.54690	-12.632	-2.3778	35.037	41.194	87.660	
271.60	1.2319	0.68800	0.54390	-12.689	-2.3648	35.011	41.106	87.529	
271.70	1.2274	0.68650	0.54090	-12.732	-2.3517	34.984	41.001	87.377	
271.80	1.2232	0.68520	0.53800	-12.746	-2.3392	34.946	40.908	87.227	
271.90	1.2189	0.68370	0.53520	-12.746	-2.3272	34.913	40.830	87.099	
272.00	1.2147	0.68200	0.53270	-12.736	-2.3162	34.860	40.756	86.953	
272.10	1.2106	0.68020	0.53040	-12.714	-2.3062	34.815	40.650	86.780	
272.20	1.2068	0.67840	0.52840	-12.665	-2.2974	34.770	40.538	86.599	
272.30	1.2030	0.67640	0.52660	-12.621	-2.2894	34.737	40.425	86.433	
272.40	1.1996	0.67470	0.52490	-12.547	-2.2823	34.700	40.291	86.234	
272.50	1.1964	0.67290	0.52350	-12.465	-2.2760	34.677	40.165	86.063	
272.60	1.1933	0.67110	0.52220	-12.391	-2.2704	34.642	40.054	85.895	
272.70	1.1902	0.66920	0.52100	-12.324	-2.2653	34.614	39.925	85.716	
272.80	1.1874	0.66740	0.52000	-12.246	-2.2607	34.579	39.794	85.524	
272.90	1.1848	0.66580	0.51900	-12.151	-2.2567	34.562	39.663	85.354	
273.00	1.1819	0.66370	0.51820	-12.083	-2.2530	34.539	39.539	85.185	
273.10	1.1793	0.66190	0.51740	-12.005	-2.2496	34.513	39.387	84.980	
273.20	1.1767	0.66000	0.51670	-11.917	-2.2463	34.491	39.247	84.794	
273.30	1.1743	0.65840	0.51590	-11.835	-2.2432	34.474	39.113	84.620	
273.40	1.1722	0.65690	0.51530	-11.719	-2.2406	34.466	38.979	84.457	
273.50	1.1698	0.65510	0.51470	-11.634	-2.2380	34.457	38.861	84.310	
273.60	1.1679	0.65370	0.51420	-11.512	-2.2356	34.432	38.730	84.131	
273.70	1.1663	0.65260	0.51370	-11.374	-2.2336	34.425	38.636	84.015	
273.80	1.1651	0.65170	0.51340	-11.195	-2.2323	34.415	38.563	83.920	
273.90	1.1642	0.65100	0.51320	-11.020	-2.2315	34.419	38.504	83.857	
274.00	1.1629	0.64980	0.51310	-10.912	-2.2309	34.419	38.461	83.807	
274.10	1.1616	0.64850	0.51310	-10.825	-2.2307	34.396	38.363	83.667	
274.20	1.1602	0.64720	0.51300	-10.766	-2.2305	34.371	38.257	83.517	
274.30	1.1593	0.64630	0.51300	-10.710	-2.2305	34.341	38.136	83.344	
274.40	1.1585	0.64550	0.51300	-10.691	-2.2303	34.325	38.050	83.227	
274.50	1.1576	0.64470	0.51290	-10.698	-2.2300	34.306	37.960	83.100	
274.60	1.1568	0.64400	0.51280	-10.734	-2.2296	34.287	37.865	82.970	
274.70	1.1562	0.64350	0.51270	-10.779	-2.2291	34.275	37.771	82.848	
274.80	1.1552	0.64270	0.51250	-10.858	-2.2283	34.264	37.693	82.746	
274.90	1.1541	0.64180	0.51230	-10.949	-2.2275	34.244	37.598	82.613	
275.00	1.1521	0.64000	0.51210	-11.093	-2.2264	34.222	37.489	82.463	
275.10	1.1501	0.63830	0.51180	-11.215	-2.2252	34.178	37.320	82.218	
275.20	1.1477	0.63620	0.51150	-11.339	-2.2240	34.128	37.151	81.966	
275.30	1.1455	0.63420	0.51130	-11.415	-2.2231	34.056	36.974	81.680	
275.40	1.1431	0.63190	0.51120	-11.487	-2.2227	33.993	36.807	81.415	
275.50	1.1408	0.62950	0.51130	-11.528	-2.2229	33.911	36.637	81.126	
275.60	1.1386	0.62710	0.51150	-11.552	-2.2238	33.845	36.459	80.844	
275.70	1.1364	0.62460	0.51180	-11.558	-2.2253	33.781	36.273	80.557	
275.80	1.1341	0.62180	0.51230	-11.557	-2.2276	33.714	36.068	80.245	
275.90	1.1319	0.61890	0.51300	-11.540	-2.2305	33.632	35.858	79.908	
276.00	1.1296	0.61580	0.51380	-11.529	-2.2339	33.557	35.645	79.577	
276.10	1.1277	0.61300	0.51470	-11.494	-2.2379	33.466	35.418	79.212	
276.20	1.1259	0.61010	0.51580	-11.430	-2.2424	33.395	35.202	78.882	
276.30	1.1241	0.60720	0.51690	-11.373	-2.2473	33.326	34.989	78.558	
276.40	1.1222	0.60420	0.51800	-11.321	-2.2524	33.249	34.768	78.215	
276.50	1.1205	0.60130	0.51920	-11.242	-2.2576	33.183	34.526	77.860	
276.60	1.1187	0.59820	0.52050	-11.157	-2.2630	33.132	34.282	77.521	
276.70	1.1171	0.59540	0.52170	-11.071	-2.2683	33.071	34.044	77.178	
276.80	1.1150	0.59210	0.52290	-10.998	-2.2735	33.015	33.799	76.831	
276.90	1.1134	0.58930	0.52410	-10.898	-2.2787	32.946	33.534	76.448	
277.00	1.1111	0.58590	0.52520	-10.835	-2.2834	32.893	33.282	76.095	
277.10	1.1087	0.58260	0.52610	-10.788	-2.2875	32.829	32.986	75.683	
277.20	1.1062	0.57920	0.52700	-10.738	-2.2912	32.766	32.685	75.264	
277.30	1.1036	0.57590	0.52770	-10.706	-2.2944	32.701	32.373	74.829	
277.40	1.1011	0.57270	0.52840	-10.658	-2.2973	32.645	32.056	74.401	
277.50	1.0979	0.56900	0.52890	-10.656	-2.2995	32.599	31.747	73.992	
277.60	1.0945	0.56530	0.52920	-10.681	-2.3011	32.527	31.404	73.516	
277.70	1.0911	0.56160	0.52950	-10.697	-2.3021	32.449	31.050	73.019	
277.80	1.0872	0.55770	0.52950	-10.749	-2.3023	32.368	30.693	72.515	
277.90	1.0829	0.55350	0.52940	-10.821	-2.3018	32.281	30.315	71.980	
278.00	1.0781	0.54910	0.52900	-10.921	-2.3001	32.164	29.938	71.412	
278.10	1.0729	0.54460	0.52830	-11.048	-2.2972	32.028	29.559	70.819	
278.20	1.0675	0.54010	0.52740	-11.156	-2.2932	31.888	29.161	70.201	
278.30	1.0618	0.53550	0.52630	-11.281	-2.2884	31.763	28.760	69.597	
278.40	1.0555	0.53050	0.52500	-11.420	-2.2827	31.640	28.343	68.976	
278.50	1.0489	0.52540	0.52350	-11.560	-2.2761	31.493	27.928	68.329	
278.60	1.0423	0.52040	0.52190	-11.680	-2.2691	31.343	27.506	67.671	
278.70	1.0355	0.51530	0.52020	-11.783	-2.2617	31.205	27.096	67.042	
278.80	1.0282	0.50980	0.51840	-11.901	-2.2541	31.059	26.667	66.380	
278.90	1.0209	0.50420	0.51670	-11.976	-2.2465	30.897	26.226	65.687	
279.00	1.0132	0.49820	0.51500	-12.047	-2.2389	30.725	25.796	64.994	
279.10	1.0054	0.49220	0.51320	-12.090	-2.2315	30.526	25.367	64.272	
279.20	0.99760	0.48600	0.51160	-12.108	-2.2242	30.313	24.933	63.528	
279.30	0.98970	0.47970	0.51000	-12.106	-2.2172	30.100	24.509	62.795	
279.40	0.98190	0.47350	0.50840	-12.084	-2.2103	29.868	24.090	62.047	
279.50	0.97430	0.46740	0.50690	-12.025	-2.2038	29.629	23.675	61.295	
279.60	0.96660	0.46120	0.50540	-11.962	-2.1974	29.399	23.276	60.572	
279.70	0.95900	0.45500	0.50400	-11.877	-2.1911	29.162	22.878	59.842	
279.80	0.95160	0.44910	0.50250	-11.778	-2.1848	28.928	22.501	59.138	
279.90	0.94420	0.44320	0.50100	-11.668	-2.1781	28.696	22.136	58.452	
280.00	0.93710	0.43780	0.49930	-11.538	-2.1707	28.476	21.767	57.775	
280.10	0.93010	0.43270	0.49740	-11.403	-2.1625	28.266	21.437	57.154	
280.20	0.92270	0.42750	0.49520	-11.292	-2.1532	28.063	21.110	56.544	
280.30	0.91510	0.42220	0.49290	-11.194	-2.1429	27.847	20.790	55.926	
280.40	0.90750	0.41730	0.49020	-11.096	-2.1315	27.626	20.471	55.306	
280.50	0.90000	0.41260	0.48740	-10.987	-2.1192	27.394	20.178	54.703	
280.60	0.89210	0.40780	0.48430	-10.910	-2.1059	27.170	19.911	54.138	
280.70	0.88400	0.40290	0.48110	-10.847	-2.0916	26.946	19.632	53.560	
280.80	0.87580	0.39820	0.47760	-10.792	-2.0764	26.706	19.350	52.960	
280.90	0.86750	0.39360	0.47390	-10.742	-2.0606	26.472	19.075	52.375	
281.00	0.85950	0.38940	0.47010	-10.665	-2.0440	26.243	18.808	51.803	
281.10	0.85130	0.38520	0.46610	-10.607	-2.0265	26.018	18.579	51.282	
281.20	0.84290	0.38100	0.46190	-10.566	-2.0083	25.793	18.341	50.749	
281.30	0.83430	0.37680	0.45750	-10.558	-1.9891	25.567	18.105	50.218	
281.40	0.82540	0.37250	0.45290	-10.560	-1.9691	25.337	17.865	49.677	
281.50	0.81640	0.36830	0.44810	-10.575	-1.9483	25.100	17.623	49.127	
281.60	0.80710	0.36400	0.44310	-10.628	-1.9267	24.864	17.382	48.578	
281.70	0.79770	0.35970	0.43800	-10.677	-1.9044	24.611	17.143	48.013	
281.80	0.78810	0.35540	0.43270	-10.756	-1.8814	24.377	16.898	47.461	
281.90	0.77840	0.35110	0.42730	-10.844	-1.8578	24.129	16.662	46.905	
282.00	0.76890	0.34720	0.42170	-10.908	-1.8336	23.898	16.411	46.350	
282.10	0.75930	0.34330	0.41600	-10.969	-1.8088	23.688	16.192	45.857	
282.20	0.74950	0.33930	0.41020	-11.015	-1.7835	23.492	15.965	45.371	
282.30	0.73950	0.33520	0.40430	-11.054	-1.7578	23.315	15.723	44.888	
282.40	0.72970	0.33130	0.39840	-11.050	-1.7321	23.141	15.470	44.397	
282.50	0.71950	0.32700	0.39250	-11.048	-1.7064	22.986	15.220	43.931	
282.60	0.70940	0.32280	0.38660	-11.002	-1.6809	22.806	14.953	43.418	
282.70	0.69920	0.31840	0.38080	-10.939	-1.6557	22.639	14.685	42.918	
282.80	0.68960	0.31440	0.37520	-10.823	-1.6313	22.457	14.427	42.411	
282.90	0.68020	0.31030	0.36990	-10.672	-1.6081	22.279	14.200	41.946	
283.00	0.67220	0.30730	0.36490	-10.432	-1.5863	22.112	13.974	41.494	
283.10	0.66490	0.30470	0.36020	-10.165	-1.5661	21.976	13.834	41.176	
283.20	0.65820	0.30230	0.35590	-9.9036	-1.5474	21.854	13.716	40.900	
283.30	0.65220	0.30020	0.35200	-9.6399	-1.5303	21.747	13.599	40.644	
283.40	0.64690	0.29850	0.34840	-9.3915	-1.5148	21.654	13.511	40.435	
283.50	0.64230	0.29710	0.34520	-9.1380	-1.5009	21.581	13.424	40.251	
283.60	0.63820	0.29590	0.34230	-8.9116	-1.4884	21.535	13.359	40.123	
283.70	0.63450	0.29470	0.33980	-8.7042	-1.4774	21.479	13.308	40.000	
283.80	0.63120	0.29360	0.33760	-8.5133	-1.4677	21.430	13.262	39.890	
283.90	0.62800	0.29240	0.33560	-8.3669	-1.4592	21.385	13.215	39.785	
284.00	0.62590	0.29200	0.33390	-8.1799	-1.4517	21.332	13.152	39.652	
284.10	0.62440	0.29200	0.33240	-7.9898	-1.4454	21.339	13.131	39.636	
284.20	0.62320	0.29210	0.33110	-7.8251	-1.4398	21.362	13.124	39.653	
284.30	0.62220	0.29220	0.33000	-7.6815	-1.4349	21.392	13.122	39.687	
284.40	0.62160	0.29260	0.32900	-7.5562	-1.4305	21.427	13.118	39.722	
284.50	0.62100	0.29290	0.32810	-7.4646	-1.4266	21.484	13.109	39.778	
284.60	0.62070	0.29340	0.32730	-7.3807	-1.4232	21.542	13.092	39.824	
284.70	0.62040	0.29380	0.32660	-7.3349	-1.4200	21.615	13.080	39.894	
284.80	0.62040	0.29440	0.32600	-7.3079	-1.4174	21.677	13.068	39.952	
284.90	0.62040	0.29490	0.32550	-7.3084	-1.4153	21.759	13.055	40.031	
285.00	0.62130	0.29610	0.32520	-7.2745	-1.4141	21.850	13.027	40.103	
285.10	0.62260	0.29740	0.32520	-7.2413	-1.4138	21.960	13.057	40.265	
285.20	0.62400	0.29860	0.32540	-7.2223	-1.4146	22.090	13.090	40.452	
285.30	0.62570	0.29990	0.32580	-7.2049	-1.4166	22.210	13.111	40.614	
285.40	0.62780	0.30130	0.32650	-7.1946	-1.4198	22.333	13.127	40.775	
285.50	0.63020	0.30260	0.32760	-7.1886	-1.4242	22.450	13.166	40.953	
285.60	0.63290	0.30410	0.32880	-7.1840	-1.4297	22.579	13.196	41.136	
285.70	0.63620	0.30580	0.33040	-7.1600	-1.4366	22.712	13.239	41.339	
285.80	0.63970	0.30740	0.33230	-7.1562	-1.4446	22.876	13.276	41.571	
285.90	0.64300	0.30870	0.33430	-7.1942	-1.4534	23.034	13.305	41.785	
286.00	0.64750	0.31100	0.33650	-7.1639	-1.4630	23.173	13.312	41.952	
286.10	0.65210	0.31320	0.33890	-7.1297	-1.4736	23.368	13.379	42.254	
286.20	0.65710	0.31550	0.34160	-7.0983	-1.4850	23.558	13.456	42.561	
286.30	0.66200	0.31770	0.34430	-7.0834	-1.4971	23.746	13.545	42.879	
286.40	0.66730	0.32000	0.34730	-7.0683	-1.5099	23.938	13.600	43.164	
286.50	0.67290	0.32250	0.35040	-7.0469	-1.5235	24.135	13.677	43.480	
286.60	0.67860	0.32490	0.35370	-7.0383	-1.5378	24.310	13.779	43.797	
286.70	0.68430	0.32710	0.35720	-7.0490	-1.5528	24.490	13.873	44.113	
286.80	0.69020	0.32940	0.36080	-7.0581	-1.5687	24.633	13.984	44.405	
286.90	0.69600	0.33140	0.36460	-7.0948	-1.5852	24.770	14.090	44.684	
287.00	0.70300	0.33430	0.36870	-7.0557	-1.6028	24.891	14.196	44.945	
287.10	0.70980	0.33690	0.37290	-7.0370	-1.6212	25.057	14.366	45.332	
287.20	0.71740	0.34010	0.37730	-6.9860	-1.6406	25.199	14.530	45.683	
287.30	0.72500	0.34300	0.38200	-6.9500	-1.6608	25.371	14.715	46.093	
287.40	0.73300	0.34630	0.38670	-6.9039	-1.6815	25.517	14.901	46.476	
287.50	0.74090	0.34940	0.39150	-6.8756	-1.7024	25.669	15.110	46.891	
287.60	0.74870	0.35240	0.39630	-6.8739	-1.7232	25.820	15.307	47.292	
287.70	0.75690	0.35580	0.40110	-6.8536	-1.7437	25.941	15.504	47.657	
287.80	0.76430	0.35870	0.40560	-6.9103	-1.7634	26.081	15.729	48.077	
287.90	0.77140	0.36160	0.40980	-6.9993	-1.7818	26.173	15.934	48.418	
288.00	0.77880	0.36500	0.41380	-7.0860	-1.7990	26.257	16.133	48.743	
288.10	0.78570	0.36830	0.41740	-7.1960	-1.8147	26.343	16.386	49.133	
288.20	0.79210	0.37150	0.42060	-7.3452	-1.8288	26.429	16.623	49.506	
288.30	0.79830	0.37480	0.42350	-7.5082	-1.8415	26.511	16.857	49.868	
288.40	0.80410	0.37790	0.42620	-7.6685	-1.8530	26.582	17.089	50.217	
288.50	0.80950	0.38090	0.42860	-7.8510	-1.8634	26.647	17.331	50.570	
288.60	0.81490	0.38410	0.43080	-8.0149	-1.8732	26.702	17.556	50.892	
288.70	0.81960	0.38660	0.43300	-8.1932	-1.8825	26.765	17.807	51.253	
288.80	0.82430	0.38920	0.43510	-8.3589	-1.8917	26.821	18.005	51.545	
288.90	0.82880	0.39160	0.43720	-8.5133	-1.9007	26.877	18.194	51.827	
289.00	0.83410	0.39480	0.43930	-8.6027	-1.9102	26.918	18.400	52.110	
289.10	0.83890	0.39730	0.44160	-8.7154	-1.9198	26.991	18.637	52.467	
289.20	0.84400	0.40020	0.44380	-8.8148	-1.9296	27.056	18.826	52.760	
289.30	0.84910	0.40300	0.44610	-8.9018	-1.9396	27.120	19.053	53.095	
289.40	0.85440	0.40600	0.44840	-8.9880	-1.9496	27.191	19.274	53.431	
289.50	0.85950	0.40880	0.45070	-9.0884	-1.9595	27.292	19.490	53.794	
289.60	0.86490	0.41190	0.45300	-9.1805	-1.9694	27.379	19.700	54.135	
289.70	0.86990	0.41470	0.45520	-9.2996	-1.9790	27.483	19.920	54.509	
289.80	0.87480	0.41740	0.45740	-9.4321	-1.9886	27.575	20.123	54.848	
289.90	0.87930	0.41980	0.45950	-9.5803	-1.9980	27.668	20.309	55.169	
290.00	0.88410	0.42230	0.46180	-9.6988	-2.0077	27.747	20.479	55.455	
290.10	0.88900	0.42490	0.46410	-9.7954	-2.0179	27.820	20.684	55.775	
290.20	0.89350	0.42690	0.46660	-9.8962	-2.0288	27.879	20.901	56.092	
290.30	0.89820	0.42890	0.46930	-9.9709	-2.0403	27.936	21.087	56.372	
290.40	0.90290	0.43080	0.47210	-10.011	-2.0526	27.992	21.252	56.625	
290.50	0.90780	0.43270	0.47510	-10.009	-2.0657	28.055	21.405	56.874	
290.60	0.91290	0.43460	0.47830	-9.9903	-2.0795	28.104	21.593	57.146	
290.70	0.91810	0.43650	0.48160	-9.9414	-2.0939	28.159	21.763	57.405	
290.80	0.92370	0.43870	0.48500	-9.8549	-2.1088	28.220	21.932	57.669	
290.90	0.92950	0.44110	0.48840	-9.7660	-2.1236	28.297	22.121	57.976	
291.00	0.93570	0.44380	0.49190	-9.6593	-2.1387	28.369	22.336	58.307	
291.10	0.94210	0.44680	0.49530	-9.5578	-2.1537	28.460	22.563	58.672	
291.20	0.94890	0.45010	0.49880	-9.4590	-2.1686	28.553	22.814	59.067	
291.30	0.95550	0.45340	0.50210	-9.4130	-2.1831	28.638	23.095	59.488	
291.40	0.96200	0.45660	0.50540	-9.3950	-2.1972	28.729	23.355	59.892	
291.50	0.96850	0.46000	0.50850	-9.4078	-2.2110	28.834	23.590	60.282	
291.60	0.97450	0.46290	0.51160	-9.4905	-2.2243	28.936	23.822	60.667	
291.70	0.98030	0.46580	0.51450	-9.5854	-2.2372	29.024	24.020	60.996	
291.80	0.98570	0.46830	0.51740	-9.7305	-2.2496	29.114	24.209	61.316	
291.90	0.99110	0.47090	0.52020	-9.8708	-2.2618	29.198	24.364	61.591	
292.00	0.99610	0.47300	0.52310	-10.021	-2.2742	29.282	24.513	61.859	
292.10	1.0012	0.47520	0.52600	-10.159	-2.2870	29.341	24.648	62.082	
292.20	1.0062	0.47710	0.52910	-10.284	-2.3003	29.411	24.783	62.318	
292.30	1.0111	0.47890	0.53220	-10.401	-2.3140	29.461	24.914	62.526	
292.40	1.0162	0.48070	0.53550	-10.493	-2.3281	29.495	25.041	62.711	
292.50	1.0212	0.48250	0.53870	-10.569	-2.3423	29.547	25.164	62.913	
292.60	1.0260	0.48400	0.54200	-10.661	-2.3564	29.591	25.271	63.086	
292.70	1.0306	0.48550	0.54510	-10.742	-2.3700	29.635	25.361	63.240	
292.80	1.0347	0.48680	0.54790	-10.869	-2.3823	29.673	25.453	63.390	
292.90	1.0384	0.48800	0.55040	-10.996	-2.3931	29.693	25.524	63.495	
293.00	1.0416	0.48910	0.55250	-11.157	-2.4023	29.724	25.587	63.603	
293.10	1.0442	0.48990	0.55430	-11.328	-2.4098	29.747	25.633	63.682	
293.20	1.0460	0.49050	0.55550	-11.528	-2.4153	29.766	25.670	63.746	
293.30	1.0475	0.49110	0.55640	-11.697	-2.4192	29.762	25.701	63.776	
293.40	1.0484	0.49140	0.55700	-11.857	-2.4216	29.777	25.727	63.824	
293.50	1.0491	0.49180	0.55730	-11.975	-2.4233	29.788	25.745	63.857	
293.60	1.0495	0.49190	0.55760	-12.061	-2.4244	29.795	25.762	63.886	
293.70	1.0498	0.49190	0.55790	-12.103	-2.4256	29.796	25.778	63.905	
293.80	1.0501	0.49190	0.55820	-12.083	-2.4270	29.794	25.806	63.936	
293.90	1.0509	0.49220	0.55870	-11.993	-2.4292	29.803	25.825	63.967	
294.00	1.0514	0.49200	0.55940	-11.919	-2.4321	29.826	25.862	64.037	
294.10	1.0525	0.49220	0.56030	-11.803	-2.4362	29.837	25.860	64.046	
294.20	1.0537	0.49230	0.56140	-11.698	-2.4409	29.856	25.873	64.084	
294.30	1.0553	0.49270	0.56260	-11.588	-2.4461	29.866	25.893	64.118	
294.40	1.0570	0.49320	0.56380	-11.515	-2.4513	29.884	25.923	64.173	
294.50	1.0587	0.49380	0.56490	-11.480	-2.4562	29.904	25.949	64.226	
294.60	1.0604	0.49460	0.56580	-11.475	-2.4601	29.936	25.968	64.285	
294.70	1.0620	0.49560	0.56640	-11.521	-2.4628	29.975	25.996	64.361	
294.80	1.0634	0.49670	0.56670	-11.589	-2.4639	30.013	26.037	64.452	
294.90	1.0643	0.49780	0.56650	-11.707	-2.4629	30.058	26.086	64.561	
295.00	1.0642	0.49840	0.56580	-11.885	-2.4599	30.090	26.135	64.654	
295.10	1.0634	0.49880	0.56460	-12.078	-2.4550	30.103	26.150	64.686	
